0.281937	0	0.49381	
0.313175	0	0.517961	
0.333398	0	0.547367	
0.308011	0	0.550352	
0.282909	0	0.529616	
0.277058	0	0.50248	
0.323569	0.0753786	0.533264	
0.342841	0.0847056	0.484112	
0.309147	0.0375426	0.48285	
0.282977	0.0205395	0.537334	
0.295793	0.0487552	0.566856	
0.370423	0.0854688	0.521427	
0.317504	0.0569756	0.573129	
0.364358	0.0670658	0.561292	
0.319533	0.0284263	0.486968	
0.375869	0.0515082	0.504574	
0.369511	0.023082	0.535567	
0.346742	0.0659689	0.476008	
0.395674	0.0613878	0.537994	
0.32979	0.02876	0.564343	
0.291097	0.0205395	0.555577	
0.509397	0.372591	0	
0.477839	0.297623	0	
0.456369	0.291528	0	
0.414613	0.340979	0	
0.38163	0.412193	0	
0.387599	0.456826	0	
0.45498	0.465016	0	
0.522326	0.445899	0	
0.478298	0.315295	0.0602554	
0.458806	0.298116	0.0174509	
0.403043	0.401648	0.0435372	
0.456546	0.372036	0.0863418	
0.511672	0.38525	0.0388584	
0.493837	0.319037	0.0388584	
0.466552	0.295456	0.0174509	
0.49186	0.330121	0.081663	
0.469315	0.447921	0.0381363	
0.423347	0.429186	0.0816735	
0.407273	0.456393	0.0473736	
0.387996	0.453277	0.00923735	
0.392938	0.473488	0.00923735	
0	0.998053	0.339406	
0	0.977582	0.344437	
0	0.979529	0.370935	
0	1	0.365905	
0.227079	1	0.3951	
0.222117	1	0.357722	
0.185368	1	0.323681	
0.0793399	1	0.324629	
0.0122487	1	0.413692	
0.0434277	1	0.454806	
0.0636949	1	0.474595	
0.143507	1	0.443831	
0.156101	0.894616	0.326774	
0.154796	0.847428	0.355965	
0.118719	0.850849	0.358487	
0.0697146	0.870337	0.352784	
0.0753456	0.910742	0.327211	
0.121438	0.939578	0.303565	
0.147632	0.940117	0.299875	
0.175298	0.857922	0.348922	
0.159906	0.938435	0.300377	
0.189504	0.92396	0.309155	
0.200644	0.887811	0.330958	
0.0265153	0.955128	0.392836	
0.0398816	0.896919	0.348641	
0.116584	0.86272	0.393256	
0.142539	0.879919	0.436971	
0.10242	0.944973	0.460549	
0.063544	0.999229	0.474661	
0.158451	0.863583	0.421819	
